    time      Ca++       CO3--      Mg++       Cl-        OH-        H2O        zzz        H+         CaCO3aq    MgCO3aq    HCO3-      H2CO3aq    CH4_aq     H2_aq      O2_aq      grafi(s)   CaCO3(s)   CaMgCO32s    c/s      porosity    pH       tot._Na_aq tot._K_aq    Ca_total   vx         tx       dtb_Ca++   dtb_CO3--  dtb_Mg++   dtb_Cl-    dtb_OH-    dtb_H2O    dtb_zzz    dtc_H+     dtc_CaCO3a dtc_MgCO3a dtc_HCO3-  dtc_H2CO3a dtc_CH4_aq dtc_H2_aq  dtc_O2_aq  stb_Ca++   stb_CO3--  stb_Mg++   stb_Cl-    stb_OH-    stb_H2O    stb_zzz     sumqwater  delta-t    delta-q   dtb_Ca++   dtb_CO3--  dtb_Mg++   dtb_Cl-    dtb_OH-    dtb_H2O    dtb_zzz   
  0.740E+04  0.238E-04  0.319E-05  0.195E-02  0.388E-02  0.239E-04  0.553E+02  0.100E-14  0.489E-09  0.669E-07  0.311E-05  0.239E-04  0.224E-07  0.000E+00  0.000E+00  0.100E-04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.320E+00  0.000E+00  0.000E+00  0.000E+00  0.238E-04  0.937E-05  0.128E-09  0.209E-07 -0.407E-08  0.596E-05  0.119E-04  0.342E-07  0.166E+00  0.300E-17  0.189E-11 -0.537E-09 -0.349E-08  0.341E-07  0.673E-10  0.000E+00  0.000E+00  0.300E-07  0.416E-05  0.805E-06  0.970E-04  0.195E-03  0.288E-05  0.348E+01  0.630E-16  0.222E+01  0.400E+03  0.120E+00  0.416E-05  0.835E-06  0.970E-04  0.195E-03  0.284E-05  0.348E+01  0.630E-16
  0.860E+04  0.140E-04  0.129E-05  0.197E-02  0.393E-02  0.153E-04  0.553E+02  0.100E-14  0.768E-09  0.156E-07  0.126E-05  0.152E-04  0.224E-07  0.000E+00  0.000E+00  0.100E-04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.320E+00  0.000E+00  0.000E+00  0.000E+00  0.140E-04  0.937E-05  0.128E-09  0.129E-08 -0.599E-08  0.599E-05  0.120E-04  0.918E-08  0.166E+00  0.300E-17  0.314E-11 -0.292E-09 -0.561E-08  0.908E-08  0.671E-10  0.000E+00  0.000E+00  0.300E-07  0.418E-05  0.789E-06  0.115E-03  0.231E-03  0.293E-05  0.398E+01  0.720E-16  0.258E+01  0.400E+03  0.120E+00  0.418E-05  0.792E-06  0.115E-03  0.231E-03  0.292E-05  0.398E+01  0.720E-16
  0.940E+04  0.113E-04  0.947E-06  0.198E-02  0.395E-02  0.131E-04  0.553E+02  0.100E-14  0.896E-09  0.925E-08  0.928E-06  0.130E-04  0.224E-07  0.000E+00  0.000E+00  0.100E-04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.320E+00  0.000E+00  0.000E+00  0.000E+00  0.113E-04  0.937E-05  0.128E-09 -0.610E-08 -0.730E-08  0.599E-05  0.120E-04 -0.639E-09  0.166E+00  0.300E-17  0.377E-11 -0.280E-09 -0.696E-08 -0.740E-09  0.671E-10  0.000E+00  0.000E+00  0.300E-07  0.417E-05  0.775E-06  0.127E-03  0.255E-03  0.293E-05  0.431E+01  0.780E-16  0.282E+01  0.400E+03  0.120E+00  0.417E-05  0.767E-06  0.127E-03  0.255E-03  0.293E-05  0.431E+01  0.780E-16
  0.100E+05  0.979E-05  0.795E-06  0.198E-02  0.396E-02  0.120E-04  0.553E+02  0.100E-14  0.976E-09  0.678E-08  0.780E-06  0.120E-04  0.222E-07  0.000E+00  0.000E+00  0.100E-04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.320E+00  0.000E+00  0.000E+00  0.000E+00  0.979E-05  0.937E-05  0.128E-09  0.187E-09 -0.414E-08  0.599E-05  0.120E-04  0.586E-08  0.166E+00  0.300E-17  0.402E-11 -0.136E-09 -0.397E-08  0.575E-08  0.664E-10  0.000E+00  0.000E+00  0.300E-07  0.417E-05  0.766E-06  0.139E-03  0.279E-03  0.294E-05  0.465E+01  0.840E-16  0.300E+01  0.200E+03  0.600E-01  0.417E-05  0.767E-06  0.139E-03  0.279E-03  0.293E-05  0.465E+01  0.840E-16
  0.124E+05  0.480E-05  0.234E-06  0.199E-02  0.398E-02  0.644E-05  0.553E+02  0.100E-14  0.182E-08  0.954E-09  0.231E-06  0.639E-05  0.223E-07  0.000E+00  0.000E+00  0.100E-04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.320E+00  0.000E+00  0.000E+00  0.000E+00  0.480E-05  0.937E-05  0.128E-09 -0.144E-09 -0.143E-08  0.599E-05  0.120E-04  0.145E-08  0.166E+00  0.300E-17  0.757E-11 -0.207E-10 -0.139E-08  0.133E-08  0.666E-10  0.000E+00  0.000E+00  0.300E-07  0.417E-05  0.753E-06  0.175E-03  0.351E-03  0.296E-05  0.564E+01  0.102E-15  0.372E+01  0.400E+03  0.120E+00  0.417E-05  0.753E-06  0.175E-03  0.351E-03  0.296E-05  0.564E+01  0.102E-15
  0.136E+05  0.339E-05  0.125E-06  0.200E-02  0.399E-02  0.478E-05  0.553E+02  0.100E-14  0.245E-08  0.369E-09  0.124E-06  0.473E-05  0.222E-07  0.000E+00  0.000E+00  0.100E-04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.320E+00  0.000E+00  0.000E+00  0.000E+00  0.339E-05  0.937E-05  0.128E-09 -0.146E-09 -0.841E-09  0.600E-05  0.120E-04  0.805E-09  0.166E+00  0.300E-17  0.102E-10 -0.900E-11 -0.824E-09  0.674E-09  0.663E-10  0.000E+00  0.000E+00  0.300E-07  0.417E-05  0.750E-06  0.193E-03  0.387E-03  0.297E-05  0.614E+01  0.111E-15  0.408E+01  0.400E+03  0.120E+00  0.417E-05  0.750E-06  0.193E-03  0.387E-03  0.297E-05  0.614E+01  0.111E-15
  0.148E+05  0.235E-05  0.632E-07  0.200E-02  0.399E-02  0.342E-05  0.553E+02  0.100E-14  0.343E-08  0.130E-09  0.624E-07  0.337E-05  0.221E-07  0.000E+00  0.000E+00  0.100E-04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.320E+00  0.000E+00  0.000E+00  0.000E+00  0.235E-05  0.937E-05  0.128E-09  0.518E-09 -0.379E-09  0.600E-05  0.120E-04  0.119E-08  0.166E+00  0.300E-17  0.142E-10 -0.273E-11 -0.372E-09  0.105E-08  0.657E-10  0.000E+00  0.000E+00  0.300E-07  0.417E-05  0.749E-06  0.211E-03  0.422E-03  0.297E-05  0.664E+01  0.120E-15  0.444E+01  0.400E+03  0.120E+00  0.417E-05  0.750E-06  0.211E-03  0.422E-03  0.297E-05  0.664E+01  0.120E-15
  0.156E+05  0.178E-05  0.376E-07  0.200E-02  0.399E-02  0.263E-05  0.553E+02  0.100E-14  0.446E-08  0.582E-10  0.371E-07  0.258E-05  0.220E-07  0.000E+00  0.000E+00  0.100E-04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.320E+00  0.000E+00  0.000E+00  0.000E+00  0.178E-05  0.937E-05  0.128E-09 -0.237E-09 -0.295E-09  0.600E-05  0.120E-04 -0.115E-09  0.166E+00  0.300E-17  0.188E-10 -0.162E-11 -0.290E-09 -0.258E-09  0.654E-10  0.000E+00  0.000E+00  0.300E-07  0.417E-05  0.748E-06  0.223E-03  0.446E-03  0.297E-05  0.697E+01  0.126E-15  0.468E+01  0.400E+03  0.120E+00  0.417E-05  0.748E-06  0.223E-03  0.446E-03  0.297E-05  0.697E+01  0.126E-15
  0.168E+05  0.142E-05  0.253E-07  0.200E-02  0.400E-02  0.215E-05  0.553E+02  0.100E-14  0.545E-08  0.309E-10  0.250E-07  0.210E-05  0.219E-07  0.000E+00  0.000E+00  0.100E-04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.320E+00  0.000E+00  0.000E+00  0.000E+00  0.142E-05  0.937E-05  0.128E-09  0.442E-09 -0.150E-09  0.600E-05  0.120E-04  0.711E-09  0.166E+00  0.300E-17  0.226E-10 -0.642E-12 -0.147E-09  0.567E-09  0.649E-10  0.000E+00  0.000E+00  0.300E-07  0.417E-05  0.748E-06  0.241E-03  0.482E-03  0.297E-05  0.747E+01  0.135E-15  0.504E+01  0.400E+03  0.120E+00  0.417E-05  0.748E-06  0.241E-03  0.482E-03  0.297E-05  0.747E+01  0.135E-15
  0.180E+05  0.106E-05  0.143E-07  0.200E-02  0.400E-02  0.164E-05  0.553E+02  0.100E-14  0.714E-08  0.134E-10  0.141E-07  0.159E-05  0.218E-07  0.000E+00  0.000E+00  0.100E-04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.320E+00  0.000E+00  0.000E+00  0.000E+00  0.106E-05  0.937E-05  0.128E-09  0.307E-09 -0.906E-10  0.600E-05  0.120E-04  0.487E-09  0.166E+00  0.300E-17  0.296E-10 -0.287E-12 -0.893E-10  0.330E-09  0.644E-10  0.000E+00  0.000E+00  0.300E-07  0.417E-05  0.747E-06  0.259E-03  0.518E-03  0.297E-05  0.796E+01  0.144E-15  0.540E+01  0.400E+03  0.120E+00  0.417E-05  0.748E-06  0.259E-03  0.518E-03  0.297E-05  0.796E+01  0.144E-15
  0.192E+05  0.804E-06  0.839E-08  0.200E-02  0.400E-02  0.126E-05  0.553E+02  0.100E-14  0.933E-08  0.586E-11  0.829E-08  0.120E-05  0.215E-07  0.000E+00  0.000E+00  0.100E-04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.320E+00  0.000E+00  0.000E+00  0.000E+00  0.804E-06  0.937E-05  0.128E-09  0.346E-09 -0.478E-10  0.600E-05  0.120E-04  0.497E-09  0.166E+00  0.300E-17  0.386E-10 -0.115E-12 -0.472E-10  0.332E-09  0.636E-10  0.000E+00  0.000E+00  0.300E-07  0.417E-05  0.747E-06  0.277E-03  0.554E-03  0.297E-05  0.846E+01  0.153E-15  0.576E+01  0.400E+03  0.120E+00  0.417E-05  0.747E-06  0.277E-03  0.554E-03  0.297E-05  0.846E+01  0.153E-15
  0.200E+05  0.648E-06  0.546E-08  0.200E-02  0.400E-02  0.102E-05  0.553E+02  0.100E-14  0.115E-07  0.307E-11  0.540E-08  0.966E-06  0.212E-07  0.000E+00  0.000E+00  0.100E-04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.320E+00  0.000E+00  0.000E+00  0.000E+00  0.648E-06  0.937E-05  0.128E-09  0.200E-09 -0.379E-10  0.600E-05  0.120E-04  0.255E-09  0.166E+00  0.300E-17  0.477E-10 -0.684E-13 -0.373E-10  0.829E-10  0.622E-10  0.000E+00  0.000E+00  0.300E-07  0.417E-05  0.747E-06  0.289E-03  0.578E-03  0.297E-05  0.879E+01  0.159E-15  0.600E+01  0.400E+03  0.120E+00  0.417E-05  0.747E-06  0.289E-03  0.578E-03  0.297E-05  0.879E+01  0.159E-15
  0.210E+05  0.538E-06  0.378E-08  0.200E-02  0.400E-02  0.847E-06  0.553E+02  0.100E-14  0.137E-07  0.176E-11  0.373E-08  0.800E-06  0.188E-07  0.000E+00  0.000E+00  0.100E-04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.320E+00  0.000E+00  0.000E+00  0.000E+00  0.538E-06  0.937E-05  0.128E-09  0.205E-09 -0.246E-10  0.600E-05  0.120E-04  0.231E-09  0.166E+00  0.300E-17  0.570E-10 -0.376E-13 -0.243E-10  0.970E-10  0.500E-10  0.000E+00  0.000E+00  0.300E-07  0.417E-05  0.747E-06  0.307E-03  0.614E-03  0.298E-05  0.929E+01  0.168E-15  0.630E+01  0.200E+03  0.600E-01  0.417E-05  0.747E-06  0.307E-03  0.614E-03  0.298E-05  0.929E+01  0.168E-15
  0.234E+05  0.319E-06  0.128E-08  0.200E-02  0.400E-02  0.513E-06  0.553E+02  0.100E-14  0.235E-07  0.354E-12  0.126E-08  0.450E-06  0.201E-07  0.000E+00  0.000E+00  0.100E-04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.320E+00  0.000E+00  0.000E+00  0.000E+00  0.319E-06  0.937E-05  0.128E-09  0.190E-09 -0.764E-11  0.600E-05  0.120E-04  0.263E-09  0.166E+00  0.300E-17  0.972E-10 -0.676E-14 -0.754E-11  0.506E-10  0.577E-10  0.000E+00  0.000E+00  0.300E-07  0.418E-05  0.747E-06  0.343E-03  0.686E-03  0.298E-05  0.103E+02  0.186E-15  0.702E+01  0.400E+03  0.120E+00  0.418E-05  0.747E-06  0.343E-03  0.686E-03  0.298E-05  0.103E+02  0.186E-15
  0.246E+05  0.259E-06  0.815E-09  0.200E-02  0.400E-02  0.417E-06  0.553E+02  0.100E-14  0.272E-07  0.183E-12  0.805E-09  0.352E-06  0.186E-07  0.000E+00  0.000E+00  0.100E-04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.320E+00  0.000E+00  0.000E+00  0.000E+00  0.259E-06  0.937E-05  0.128E-09  0.215E-09 -0.408E-11  0.600E-05  0.120E-04  0.308E-09  0.166E+00  0.300E-17  0.109E-09 -0.289E-14 -0.403E-11  0.992E-10  0.507E-10  0.000E+00  0.000E+00  0.300E-07  0.418E-05  0.747E-06  0.361E-03  0.722E-03  0.298E-05  0.108E+02  0.195E-15  0.738E+01  0.400E+03  0.120E+00  0.418E-05  0.747E-06  0.361E-03  0.722E-03  0.298E-05  0.108E+02  0.195E-15
  0.258E+05  0.228E-06  0.618E-09  0.200E-02  0.400E-02  0.368E-06  0.553E+02  0.100E-14  0.307E-07  0.122E-12  0.610E-09  0.301E-06  0.181E-07  0.000E+00  0.000E+00  0.100E-04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.320E+00  0.000E+00  0.000E+00  0.000E+00  0.228E-06  0.937E-05  0.128E-09  0.274E-09 -0.206E-11  0.600E-05  0.120E-04  0.419E-09  0.166E+00  0.300E-17  0.120E-09 -0.131E-14 -0.203E-11  0.200E-09  0.493E-10  0.000E+00  0.000E+00  0.300E-07  0.418E-05  0.747E-06  0.379E-03  0.758E-03  0.298E-05  0.113E+02  0.204E-15  0.774E+01  0.400E+03  0.120E+00  0.418E-05  0.747E-06  0.379E-03  0.758E-03  0.298E-05  0.113E+02  0.204E-15
  0.266E+05  0.201E-06  0.468E-09  0.200E-02  0.400E-02  0.328E-06  0.553E+02  0.100E-14  0.356E-07  0.816E-13  0.462E-09  0.257E-06  0.175E-07  0.000E+00  0.000E+00  0.100E-04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.320E+00  0.000E+00  0.000E+00  0.000E+00  0.201E-06  0.937E-05  0.128E-09  0.244E-09 -0.161E-11  0.600E-05  0.120E-04  0.386E-09  0.166E+00  0.300E-17  0.141E-09 -0.890E-15 -0.158E-11  0.151E-09  0.471E-10  0.000E+00  0.000E+00  0.300E-07  0.418E-05  0.747E-06  0.391E-03  0.782E-03  0.298E-05  0.116E+02  0.210E-15  0.798E+01  0.400E+03  0.120E+00  0.418E-05  0.747E-06  0.391E-03  0.782E-03  0.298E-05  0.116E+02  0.210E-15
  0.278E+05  0.176E-06  0.347E-09  0.200E-02  0.400E-02  0.290E-06  0.553E+02  0.100E-14  0.405E-07  0.529E-13  0.343E-09  0.216E-06  0.168E-07  0.000E+00  0.000E+00  0.100E-04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.320E+00  0.000E+00  0.000E+00  0.000E+00  0.176E-06  0.937E-05  0.128E-09  0.282E-09 -0.611E-12  0.600E-05  0.120E-04  0.463E-09  0.166E+00  0.300E-17  0.155E-09 -0.342E-15 -0.602E-12  0.219E-09  0.449E-10  0.000E+00  0.000E+00  0.300E-07  0.418E-05  0.747E-06  0.409E-03  0.818E-03  0.298E-05  0.121E+02  0.219E-15  0.834E+01  0.400E+03  0.120E+00  0.418E-05  0.747E-06  0.409E-03  0.818E-03  0.298E-05  0.121E+02  0.219E-15
  0.290E+05  0.159E-06  0.273E-09  0.200E-02  0.400E-02  0.263E-06  0.553E+02  0.100E-14  0.439E-07  0.376E-13  0.270E-09  0.187E-06  0.160E-07  0.000E+00  0.000E+00  0.100E-04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.320E+00  0.000E+00  0.000E+00  0.000E+00  0.159E-06  0.937E-05  0.128E-09  0.316E-09 -0.505E-13  0.600E-05  0.120E-04  0.528E-09  0.166E+00  0.300E-17  0.160E-09 -0.104E-15 -0.491E-13  0.282E-09  0.428E-10  0.000E+00  0.000E+00  0.300E-07  0.418E-05  0.747E-06  0.427E-03  0.854E-03  0.298E-05  0.126E+02  0.228E-15  0.870E+01  0.400E+03  0.120E+00  0.418E-05  0.747E-06  0.427E-03  0.854E-03  0.298E-05  0.126E+02  0.228E-15
  0.300E+05  0.146E-06  0.224E-09  0.200E-02  0.400E-02  0.243E-06  0.553E+02  0.100E-14  0.473E-07  0.283E-13  0.221E-09  0.165E-06  0.153E-07  0.000E+00  0.000E+00  0.100E-04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.320E+00  0.000E+00  0.000E+00  0.000E+00  0.146E-06  0.937E-05  0.128E-09  0.306E-09  0.358E-13  0.600E-05  0.120E-04  0.518E-09  0.166E+00  0.300E-17  0.170E-09 -0.567E-16  0.360E-13  0.268E-09  0.399E-10  0.000E+00  0.000E+00  0.300E-07  0.418E-05  0.747E-06  0.445E-03  0.890E-03  0.298E-05  0.131E+02  0.237E-15  0.900E+01  0.200E+03  0.600E-01  0.418E-05  0.747E-06  0.445E-03  0.890E-03  0.298E-05  0.131E+02  0.237E-15
 at location   2.000000000000000E-002 [m]
