xCa= 1 xC=0 xO=5 xMg=4 xCl=2
 xCalcite=3 xDolomite=4 xAq_gen=0

Time step: 0  Time, s: 0  dTime, s: 1	dt = 50[s]
Node	Aq	pH	Calc	Dolo	Ca	Mg	Cl
Error: GEM calculation results are not retrieved. Time step214 node 0
0	55.3719	6.89615	0	0	1e-07	0.01	0.02
1	55.3719	6.89705	0	0.000302411	9.98346e-08	0.01	0.02
2	55.3719	6.89666	0	0.000298315	9.96709e-08	0.01	0.02
3	55.3719	6.89537	0	0.000306132	9.96829e-08	0.01	0.02
4	55.3719	6.89632	0	0.000282065	9.96007e-08	0.01	0.02
5	55.3719	6.89619	0	0.000292869	9.99309e-08	0.00999998	0.02
6	55.3719	6.89702	0	0.000287775	1.02128e-07	0.00999988	0.0199998
7	55.3719	6.90136	0	0.000286392	1.11323e-07	0.00999953	0.0199991
8	55.3719	6.91644	0	0.000277482	1.4292e-07	0.00999835	0.0199968
9	55.3718	6.95903	0	0.000277418	2.37191e-07	0.00999494	0.01999
10	55.3718	7.05759	0	0.000275474	4.87589e-07	0.00998617	0.0199728
11	55.3718	7.23528	0	0.000274236	1.08942e-06	0.00996601	0.0199333
12	55.3716	7.47624	0	0.00027385	2.4139e-06	0.00992395	0.0198509
13	55.3714	7.73771	0	0.00027361	5.10569e-06	0.00984384	0.0196943
14	55.371	7.98986	0	0.000273167	1.01889e-05	0.00970351	0.0194208
15	55.3703	8.22058	0	0.00026741	1.91597e-05	0.00947632	0.0189797
16	55.3693	8.42677	0	0.000272448	3.40547e-05	0.00913476	0.0183194
17	55.368	8.60916	0	0.000271036	5.7481e-05	0.00865592	0.0173989
18	55.3662	8.77012	0	0.000270437	9.25333e-05	0.0080276	0.0162
19	55.364	8.91273	0	0.000270148	0.000142537	0.00725322	0.0147364
20	55.3615	9.04036	0	0.000269428	0.000210729	0.00635373	0.0130569
21	55.3588	9.15618	0	0.000269753	0.00029996	0.00536542	0.0112406
22	55.356	9.263	0	0.000268899	0.000413414	0.00433326	0.00938467
23	55.3533	9.36286	0	0.000269122	0.000555825	0.00330164	0.00758832
24	55.3509	9.45813	0	0.000268301	0.000732641	0.00230786	0.00593748
25	55.3487	9.45789	2.47317e-05	0.000261511	0.000914166	0.00139285	0.00449368
26	55.3469	9.53414	0.000450259	4.27943e-05	0.000651264	0.00106087	0.00328931
27	55.3455	9.6175	0.000448459	4.27944e-05	0.00044787	0.000794406	0.00232905
28	55.3444	9.70381	0.000443862	4.27945e-05	0.00030386	0.000585358	0.00159579
29	55.3436	9.79298	0.000440519	4.27945e-05	0.000203515	0.000435852	0.00105851
30	55.3431	9.87614	0.000434441	4.27946e-05	0.000140405	0.000332773	0.000680094
31	55.3428	9.94384	0.00043202	4.27946e-05	0.000104267	0.000264284	0.000423494
32	55.3426	9.99245	0.000428749	4.27946e-05	8.43676e-05	0.000220452	0.00025573
33	55.3424	10.0245	0.00042917	4.28865e-05	7.35419e-05	0.000193337	0.000149842
34	55.3424	10.0445	0.000427387	4.28865e-05	6.75574e-05	0.000177216	8.5249e-05
35	55.3423	10.0565	0.000428751	4.28865e-05	6.41853e-05	0.000167968	4.71309e-05
36	55.3423	10.0635	0.000427145	4.28865e-05	6.23599e-05	0.000162824	2.53517e-05
37	55.3423	10.0674	0.000428785	4.28865e-05	6.12996e-05	0.000160056	1.32955e-05
38	55.3423	10.0696	0.000427124	4.28433e-05	6.07467e-05	0.000158655	6.82566e-06
39	55.3423	10.0708	0.000428853	4.28433e-05	6.04959e-05	0.000157925	3.45828e-06
40	55.3423	10.0714	0.00042705	4.28433e-05	6.03412e-05	0.000157567	1.75771e-06
41	55.3423	10.0716	0.000428887	4.28433e-05	6.02433e-05	0.000157397	9.24121e-07
42	55.3423	10.0718	0.000427069	4.28433e-05	6.01982e-05	0.000157318	5.27373e-07
43	55.3423	10.0718	0.00042894	4.28433e-05	6.01798e-05	0.000157283	3.43968e-07
44	55.3423	10.0719	0.000427023	4.28433e-05	6.01828e-05	0.000157268	2.61599e-07
45	55.3423	10.0719	0.00042897	4.28433e-05	6.01476e-05	0.000157261	2.25648e-07
46	55.3423	10.0719	0.000427018	4.28433e-05	6.01798e-05	0.000157258	2.10394e-07
47	55.3423	10.0719	0.00042897	4.28433e-05	6.01463e-05	0.000157257	2.04101e-07
48	55.3423	10.0719	0.000427018	4.28433e-05	6.01792e-05	0.000157257	2.01576e-07
49	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2.0059e-07
50	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2.00215e-07
51	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2.00076e-07
52	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2.00026e-07
53	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2.00009e-07
54	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2.00003e-07
55	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2.00001e-07
56	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2e-07
57	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2e-07
58	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2e-07
59	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2e-07
60	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2e-07
61	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2e-07
62	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2e-07
63	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2e-07
64	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2e-07
65	55.3423	10.0719	0.00042897	4.28433e-05	6.0146e-05	0.000157257	2e-07
66	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2e-07
67	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2e-07
68	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2e-07
69	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2e-07
70	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2e-07
71	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2e-07
72	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2e-07
73	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2e-07
74	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2e-07
75	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2e-07
76	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2e-07
77	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2e-07
78	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2e-07
79	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2e-07
80	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2e-07
81	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2e-07
82	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2e-07
83	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2e-07
84	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2e-07
85	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2e-07
86	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2e-07
87	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2e-07
88	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2e-07
89	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2e-07
90	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2e-07
91	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2e-07
92	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2e-07
93	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2e-07
94	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2e-07
95	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2e-07
96	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2e-07
97	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2e-07
98	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2e-07
99	55.3423	10.0719	0.00042897	4.28433e-05	6.01461e-05	0.000157257	2e-07
100	55.3423	10.0719	0.000427018	4.28433e-05	6.01791e-05	0.000157257	2e-07
Time step: 215  Time, s: 215  dTime, s: 1	dt = 50[s]
Node	Aq	pH	Calc	Dolo	Ca	Mg	Cl
Error: GEM calculation results are not retrieved. Time step215 node 0
0	55.3719	6.89615	0	0	1e-07	0.01	0.02
1	55.3719	6.89705	0	0.000302411	9.98345e-08	0.01	0.02
2	55.3719	6.89666	0	0.000298315	9.96706e-08	0.01	0.02
3	55.3719	6.89537	0	0.000306132	9.96817e-08	0.01	0.02
4	55.3719	6.89632	0	0.000282065	9.95923e-08	0.01	0.02
5	55.3719	6.89616	0	0.000292869	9.98813e-08	0.00999998	0.02
6	55.3719	6.8969	0	0.000287775	1.01892e-07	0.00999989	0.0199998
7	55.3719	6.90089	0	0.000286392	1.10387e-07	0.00999957	0.0199991
8	55.3719	6.91491	0	0.000277482	1.39744e-07	0.00999847	0.019997
9	55.3718	6.95484	0	0.000277418	2.27748e-07	0.00999528	0.0199907
10	55.3718	7.04835	0	0.000275474	4.62532e-07	0.00998705	0.0199745
11	55.3718	7.21993	0	0.000274236	1.02922e-06	0.00996803	0.0199372
12	55.3716	7.45699	0	0.00027385	2.28144e-06	0.00992816	0.0198591
13	55.3714	7.7175	0	0.00027361	4.8365e-06	0.00985185	0.01971
14	55.371	7.97029	0	0.000273168	9.68055e-06	0.00971754	0.0194482
15	55.3704	8.20236	0	0.00026741	1.82626e-05	0.00949904	0.0190238
16	55.3694	8.41004	0	0.000272448	3.25652e-05	0.00916892	0.0183854
17	55.3681	8.59394	0	0.000271036	5.51383e-05	0.0087038	0.017491
18	55.3664	8.75628	0	0.000270437	8.90281e-05	0.00809043	0.0163199
19	55.3642	8.90009	0	0.000270148	0.000137537	0.00733066	0.0148827
20	55.3617	9.02869	0	0.000269428	0.00020391	0.00644368	0.0132248
21	55.3591	9.14526	0	0.000269753	0.000291037	0.00546425	0.0114222
22	55.3563	9.25264	0	0.000268899	0.000402069	0.00443647	0.00957027
23	55.3536	9.35291	0	0.000269122	0.000541584	0.00340481	0.00776796
24	55.3511	9.44842	0	0.000268301	0.00071496	0.00240724	0.00610257
25	55.3489	9.46024	2.42889e-05	0.000261511	0.000896456	0.00148435	0.00463806
26	55.3471	9.52538	0.000450452	4.27943e-05	0.000677362	0.00109407	0.00340975
27	55.3456	9.60778	0.000448782	4.27944e-05	0.000467886	0.000821053	0.00242508
28	55.3445	9.69382	0.00044426	4.27945e-05	0.000317863	0.000606263	0.00166911
29	55.3437	9.78281	0.000441026	4.27946e-05	0.000213043	0.000450802	0.00111224
30	55.3432	9.86704	0.000434896	4.27946e-05	0.000146262	0.000343081	0.000717935
31	55.3428	9.93674	0.000432348	4.27947e-05	0.000107553	0.000271133	0.000449154
32	55.3426	9.98751	0.000428915	4.27946e-05	8.61917e-05	0.000224835	0.000272506
33	55.3425	10.0212	0.000429229	4.28865e-05	7.45654e-05	0.000196048	0.000160431
34	55.3424	10.0425	0.000427408	4.28865e-05	6.8134e-05	0.000178828	9.17083e-05
35	55.3423	10.0553	0.000428746	4.28865e-05	6.45275e-05	0.000168893	5.09427e-05
36	55.3423	10.0628	0.000427165	4.28865e-05	6.25222e-05	0.000163339	2.75296e-05
37	55.3423	10.067	0.000428769	4.28865e-05	6.14217e-05	0.000160332	1.45011e-05
38	55.3423	10.0694	0.000427128	4.28433e-05	6.07978e-05	0.000158795	7.47264e-06
39	55.3423	10.0707	0.000428861	4.28433e-05	6.05134e-05	0.000157998	3.79502e-06
40	55.3423	10.0713	0.000427056	4.28433e-05	6.03502e-05	0.000157603	1.92777e-06
41	55.3423	10.0716	0.000428893	4.28433e-05	6.02478e-05	0.000157414	1.00748e-06
42	55.3423	10.0718	0.000427072	4.28433e-05	6.02004e-05	0.000157326	5.67048e-07
43	55.3423	10.0718	0.00042894	4.28433e-05	6.01808e-05	0.000157286	3.62309e-07
44	55.3423	10.0719	0.000427022	4.28433e-05	6.01832e-05	0.000157269	2.69836e-07
45	55.3423	10.0719	0.000428973	4.28433e-05	6.01478e-05	0.000157262	2.29243e-07
46	55.3423	10.0719	0.000427015	4.28433e-05	6.01798e-05	0.000157259	2.1192e-07
47	55.3423	10.0719	0.000428973	4.28433e-05	6.01464e-05	0.000157257	2.04731e-07
48	55.3423	10.0719	0.000427015	4.28433e-05	6.01792e-05	0.000157257	2.01828e-07
49	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2.00688e-07
50	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2.00253e-07
51	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2.0009e-07
52	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2.00031e-07
53	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2.00011e-07
54	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2.00004e-07
55	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2.00001e-07
56	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2e-07
57	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2e-07
58	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2e-07
59	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2e-07
60	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2e-07
61	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2e-07
62	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2e-07
63	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2e-07
64	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2e-07
65	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2e-07
66	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2e-07
67	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2e-07
68	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2e-07
69	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2e-07
70	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2e-07
71	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2e-07
72	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2e-07
73	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2e-07
74	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2e-07
75	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2e-07
76	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2e-07
77	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2e-07
78	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2e-07
79	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2e-07
80	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2e-07
81	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2e-07
82	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2e-07
83	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2e-07
84	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2e-07
85	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2e-07
86	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2e-07
87	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2e-07
88	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2e-07
89	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2e-07
90	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2e-07
91	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2e-07
92	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2e-07
93	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2e-07
94	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2e-07
95	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2e-07
96	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2e-07
97	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2e-07
98	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2e-07
99	55.3423	10.0719	0.000428973	4.28433e-05	6.01461e-05	0.000157257	2e-07
100	55.3423	10.0719	0.000427015	4.28433e-05	6.01791e-05	0.000157257	2e-07
Time step: 216  Time, s: 216  dTime, s: 1	dt = 50[s]
Node	Aq	pH	Calc	Dolo	Ca	Mg	Cl
Error: GEM calculation results are not retrieved. Time step216 node 0
0	55.3719	6.89615	0	0	1e-07	0.01	0.02
1	55.3719	6.89705	0	0.000302411	9.98344e-08	0.01	0.02
2	55.3719	6.89666	0	0.000298316	9.96704e-08	0.01	0.02
3	55.3719	6.89537	0	0.000306132	9.96806e-08	0.01	0.02
4	55.3719	6.89631	0	0.000282065	9.95847e-08	0.01	0.02
5	55.3719	6.89614	0	0.000292869	9.98358e-08	0.00999998	0.02
6	55.3719	6.89678	0	0.000287775	1.01674e-07	0.0099999	0.0199998
7	55.3719	6.90045	0	0.000286392	1.09521e-07	0.0099996	0.0199992
8	55.3719	6.91348	0	0.000277482	1.36792e-07	0.00999858	0.0199972
9	55.3718	6.95091	0	0.000277418	2.18931e-07	0.0099956	0.0199913
10	55.3718	7.03955	0	0.000275474	4.39037e-07	0.00998787	0.0199762
11	55.3718	7.205	0	0.000274236	9.72537e-07	0.00996993	0.0199409
12	55.3717	7.43795	0	0.00027385	2.1562e-06	0.00993215	0.0198669
13	55.3714	7.69732	0	0.00027361	4.58097e-06	0.00985948	0.0197249
14	55.3711	7.95068	0	0.000273168	9.19613e-06	0.00973097	0.0194744
15	55.3705	8.18403	0	0.00026741	1.74043e-05	0.00952089	0.0190662
16	55.3695	8.39321	0	0.000272448	3.11349e-05	0.00920193	0.0184492
17	55.3682	8.57862	0	0.000271036	5.2881e-05	0.00875031	0.0175804
18	55.3665	8.74236	0	0.000270437	8.56391e-05	0.00815177	0.016437
19	55.3644	8.88738	0	0.000270148	0.000132686	0.00740663	0.0150265
20	55.362	9.01697	0	0.000269428	0.000197272	0.00653237	0.0133906
21	55.3593	9.13431	0	0.000269753	0.000282324	0.0055622	0.0116025
22	55.3566	9.24225	0	0.000268899	0.000390966	0.00453925	0.00975546
23	55.3539	9.34295	0	0.000269122	0.000527633	0.00350797	0.00794819
24	55.3514	9.43871	0	0.000268301	0.000697622	0.002507	0.00626911
25	55.3491	9.46228	2.36319e-05	0.000261511	0.000878964	0.00157664	0.00478451
26	55.3473	9.51807	0.000450534	4.27943e-05	0.000699189	0.0011331	0.00353258
27	55.3458	9.59816	0.000449111	4.27944e-05	0.000488505	0.000848355	0.00252354
28	55.3446	9.68383	0.000444654	4.27945e-05	0.000332472	0.000627742	0.00174471
29	55.3438	9.77261	0.000441585	4.27946e-05	0.000222966	0.000466349	0.00116792
30	55.3432	9.85774	0.00043546	4.27946e-05	0.000152375	0.000353853	0.000757365
31	55.3429	9.92941	0.000432709	4.27947e-05	0.000111064	0.000278328	0.000476032
32	55.3426	9.98233	0.000429096	4.27947e-05	8.81465e-05	0.000229465	0.000290171
33	55.3425	10.0179	0.000429309	4.28865e-05	7.56476e-05	0.000198927	0.000171638
34	55.3424	10.0403	0.000427461	4.28865e-05	6.87246e-05	0.00018055	9.85805e-05
35	55.3423	10.054	0.000428773	4.28865e-05	6.48605e-05	0.000169887	5.50192e-05
36	55.3423	10.0621	0.000427173	4.28865e-05	6.27145e-05	0.000163894	2.98709e-05
37	55.3423	10.0666	0.000428775	4.28865e-05	6.15254e-05	0.000160633	1.58039e-05
38	55.3423	10.0692	0.000427103	4.28434e-05	6.08855e-05	0.000158949	8.17549e-06
39	55.3423	10.0705	0.00042887	4.28433e-05	6.05325e-05	0.000158078	4.16278e-06
40	55.3423	10.0712	0.000427063	4.28433e-05	6.036e-05	0.000157642	2.1145e-06
41	55.3423	10.0716	0.000428898	4.28433e-05	6.02528e-05	0.000157433	1.09951e-06
42	55.3423	10.0718	0.000427074	4.28433e-05	6.02028e-05	0.000157335	6.11091e-07
43	55.3423	10.0718	0.000428941	4.28433e-05	6.01819e-05	0.00015729	3.82782e-07
44	55.3423	10.0719	0.000427022	4.28433e-05	6.01837e-05	0.000157271	2.79083e-07
45	55.3423	10.0719	0.000428976	4.28433e-05	6.01481e-05	0.000157262	2.33302e-07
46	55.3423	10.0719	0.000427012	4.28433e-05	6.01799e-05	0.000157259	2.13652e-07
47	55.3423	10.0719	0.000428976	4.28433e-05	6.01465e-05	0.000157258	2.0545e-07
48	55.3423	10.0719	0.000427012	4.28433e-05	6.01792e-05	0.000157257	2.02119e-07
49	55.3423	10.0719	0.000428976	4.28433e-05	6.01462e-05	0.000157257	2.00802e-07
50	55.3423	10.0719	0.000427012	4.28433e-05	6.01791e-05	0.000157257	2.00296e-07
51	55.3423	10.0719	0.000428976	4.28433e-05	6.01462e-05	0.000157257	2.00107e-07
52	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2.00037e-07
53	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2.00013e-07
54	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2.00004e-07
55	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2.00001e-07
56	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2e-07
57	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2e-07
58	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2e-07
59	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2e-07
60	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2e-07
61	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2e-07
62	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2e-07
63	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2e-07
64	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2e-07
65	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2e-07
66	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2e-07
67	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2e-07
68	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2e-07
69	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2e-07
70	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2e-07
71	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2e-07
72	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2e-07
73	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2e-07
74	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2e-07
75	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2e-07
76	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2e-07
77	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2e-07
78	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2e-07
79	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2e-07
80	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2e-07
81	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2e-07
82	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2e-07
83	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2e-07
84	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2e-07
85	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2e-07
86	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2e-07
87	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2e-07
88	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2e-07
89	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2e-07
90	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2e-07
91	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2e-07
92	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2e-07
93	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2e-07
94	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2e-07
95	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2e-07
96	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2e-07
97	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2e-07
98	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2e-07
99	55.3423	10.0719	0.000428976	4.28433e-05	6.01461e-05	0.000157257	2e-07
100	55.3423	10.0719	0.000427012	4.28433e-05	6.0179e-05	0.000157257	2e-07
Time step: 217  Time, s: 217  dTime, s: 1	dt = 50[s]
Node	Aq	pH	Calc	Dolo	Ca	Mg	Cl
Error: GEM calculation results are not retrieved. Time step217 node 0
0	55.3719	6.89615	0	0	1e-07	0.01	0.02
1	55.3719	6.89705	0	0.000302411	9.98344e-08	0.01	0.02
2	55.3719	6.89666	0	0.000298316	9.96702e-08	0.01	0.02
3	55.3719	6.89537	0	0.000306132	9.96795e-08	0.01	0.02
4	55.3719	6.89631	0	0.000282065	9.95776e-08	0.01	0.02
5	55.3719	6.89612	0	0.000292869	9.97941e-08	0.00999998	0.02
6	55.3719	6.89668	0	0.000287775	1.01474e-07	0.00999991	0.0199998
