xCa= 1 xC=0 xO=5 xMg=4 xCl=2
 xCalcite=3 xDolomite=4 xAq_gen=0

Time step: 0  Time, s: 0  dTime, s: 1	dt = 50[s]
Node	Aq	pH	Calc	Dolo	Ca	Mg	Cl
17	55.3423	10.059	0.000428364	4.27925e-05	6.35346e-05	0.000162501	3.30008e-05
18	55.3423	10.0669	0.000427752	4.27925e-05	6.14716e-05	0.000159019	1.24426e-05
19	55.3423	10.0701	0.00042838	4.27925e-05	6.06095e-05	0.000157832	4.44366e-06
20	55.3423	10.0713	0.000427725	4.27925e-05	6.02976e-05	0.000157458	1.57066e-06
21	55.3423	10.0718	0.000428398	4.27925e-05	6.02205e-05	0.000157348	6.13788e-07
22	55.3423	10.0719	0.000427657	4.27925e-05	6.01873e-05	0.000157318	3.17073e-07
23	55.3423	10.0719	0.000428491	4.27925e-05	6.01328e-05	0.00015731	2.31114e-07
24	55.3423	10.0719	0.000427615	4.27925e-05	6.01787e-05	0.000157308	2.07782e-07
25	55.3423	10.0719	0.000428491	4.27925e-05	6.01306e-05	0.000157308	2.01835e-07
26	55.3423	10.072	0.000427615	4.27925e-05	6.01782e-05	0.000157308	2.00408e-07
27	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2.00086e-07
28	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2.00017e-07
29	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2.00003e-07
30	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2.00001e-07
31	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
32	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
33	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
34	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
35	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
36	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
37	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
38	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
39	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
40	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
41	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
42	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
43	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
44	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
45	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
46	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
47	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
48	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
49	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
50	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
51	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
52	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
53	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
54	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
55	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
56	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
57	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
58	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
59	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
60	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
61	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
62	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
63	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
64	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
65	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
66	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
67	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
68	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
69	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
70	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
71	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
72	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
73	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
74	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
75	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
76	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
77	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
78	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
79	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
80	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
81	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
82	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
83	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
84	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
85	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
86	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
87	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
88	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
89	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
90	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
91	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
92	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
93	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
94	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
95	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
96	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
97	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
98	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
99	55.3423	10.0719	0.000428491	4.27925e-05	6.01304e-05	0.000157308	2e-07
100	55.3423	10.072	0.000427615	4.27925e-05	6.01781e-05	0.000157308	2e-07
Time step: 79  Time, s: 79  dTime, s: 1	dt = 50[s]
Node	Aq	pH	Calc	Dolo	Ca	Mg	Cl
Error: GEM calculation results are not retrieved. Time step79 node 0
0	55.3719	6.89615	0	0	1e-07	0.01	0.02
1	55.3719	6.92664	0	0.000302408	1.53844e-07	0.00999779	0.0199956
2	55.3718	7.14374	0	0.000298313	6.48701e-07	0.0099781	0.0199568
3	55.3715	7.61634	0	0.000306132	2.87582e-06	0.00989161	0.0197863
4	55.3708	8.08736	0	0.000282063	9.62389e-06	0.0096414	0.0192938
5	55.3692	8.46558	0	0.000292867	2.5101e-05	0.00910492	0.01824
6	55.3666	8.76059	0	0.000287773	5.37257e-05	0.00819273	0.0164532
7	55.3627	9.0018	0	0.00028639	0.00010215	0.00684829	0.0138332
8	55.3578	9.20302	0	0.00027748	0.000191048	0.00515611	0.0105941
9	55.353	9.3737	0	0.000277416	0.000316803	0.00341965	0.00734176
10	55.349	9.51716	0	0.000275472	0.000442907	0.00196712	0.00466436
11	55.3461	9.56764	2.31251e-05	0.000268222	0.000562344	0.000896736	0.00277746
12	55.3444	9.67032	0.000456058	4.27923e-05	0.000358802	0.000510039	0.00157502
13	55.3433	9.80916	0.000445453	4.27924e-05	0.000190441	0.000346332	0.000851726
14	55.3428	9.92417	0.000434971	4.27925e-05	0.000113843	0.000250707	0.000435147
15	55.3425	9.99756	0.000430389	4.27925e-05	8.2578e-05	0.000198832	0.000207765
16	55.3424	10.0376	0.000428302	4.27925e-05	6.95535e-05	0.000174021	9.20946e-05
17	55.3423	10.0573	0.00042839	4.27925e-05	6.40035e-05	0.00016343	3.78578e-05
18	55.3423	10.0661	0.000427774	4.27925e-05	6.16557e-05	0.000159368	1.44984e-05
19	55.3423	10.0698	0.000428375	4.27925e-05	6.07009e-05	0.000157951	5.24355e-06
20	55.3423	10.0712	0.000427676	4.27925e-05	6.03775e-05	0.000157495	1.85796e-06
21	55.3423	10.0717	0.000428399	4.27925e-05	6.02271e-05	0.000157359	7.09475e-07
22	55.3423	10.0719	0.000427658	4.27925e-05	6.01895e-05	0.000157321	3.46745e-07
23	55.3423	10.0719	0.000428496	4.27925e-05	6.01335e-05	0.000157311	2.3971e-07
24	55.3423	10.0719	0.000427611	4.27925e-05	6.01788e-05	0.000157308	2.10115e-07
25	55.3423	10.0719	0.000428496	4.27925e-05	6.01307e-05	0.000157308	2.0243e-07
26	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2.00551e-07
27	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2.00118e-07
28	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2.00024e-07
29	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2.00005e-07
30	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2.00001e-07
31	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
32	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
33	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
34	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
35	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
36	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
37	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
38	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
39	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
40	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
41	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
42	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
43	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
44	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
45	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
46	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
47	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
48	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
49	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
50	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
51	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
52	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
53	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
54	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
55	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
56	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
57	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
58	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
59	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
60	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
61	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
62	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
63	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
64	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
65	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
66	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
67	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
68	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
69	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
70	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
71	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
72	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
73	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
74	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
75	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
76	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
77	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
78	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
79	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
80	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
81	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
82	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
83	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
84	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
85	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
86	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
87	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
88	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
89	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
90	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
91	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
92	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
93	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
94	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
95	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
96	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
97	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
98	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
99	55.3423	10.0719	0.000428496	4.27925e-05	6.01305e-05	0.000157308	2e-07
100	55.3423	10.072	0.000427611	4.27925e-05	6.01781e-05	0.000157308	2e-07
Time step: 80  Time, s: 80  dTime, s: 1	dt = 50[s]
Node	Aq	pH	Calc	Dolo	Ca	Mg	Cl
Error: GEM calculation results are not retrieved. Time step80 node 0
0	55.3719	6.89615	0	0	1e-07	0.01	0.02
1	55.3719	6.92372	0	0.000302408	1.48443e-07	0.00999801	0.0199961
2	55.3718	7.12521	0	0.000298313	5.99198e-07	0.00998006	0.0199607
3	55.3716	7.58575	0	0.000306132	2.65311e-06	0.00990026	0.0198034
4	55.3709	8.05767	0	0.000282063	8.94908e-06	0.00966642	0.0193431
5	55.3694	8.43963	0	0.000292867	2.35533e-05	0.00915857	0.0183453
6	55.3668	8.73838	0	0.000287773	5.08632e-05	0.00828395	0.0166319
7	55.363	8.98197	0	0.00028639	9.73077e-05	0.00698273	0.0140952
8	55.3583	9.1848	0	0.00027748	0.000182158	0.00532533	0.010918
9	55.3535	9.35679	0	0.000277416	0.000304227	0.0035933	0.00766699
10	55.3494	9.50203	0	0.000275472	0.000430297	0.00211237	0.0049321
11	55.3464	9.56934	2.14262e-05	0.000268222	0.000552099	0.00100377	0.00296615
12	55.3445	9.65807	0.000456448	4.27923e-05	0.000378766	0.000548709	0.00169527
13	55.3434	9.79199	0.000446883	4.27924e-05	0.000205848	0.000362702	0.000924055
14	55.3428	9.91142	0.000435988	4.27925e-05	0.000120486	0.00026027	0.000476805
15	55.3425	9.99004	0.000430772	4.27925e-05	8.53214e-05	0.00020402	0.000230503
16	55.3424	10.0336	0.000428407	4.27925e-05	7.07514e-05	0.000176502	0.000103662
17	55.3423	10.0553	0.000428427	4.27925e-05	6.45215e-05	0.000164489	4.32815e-05
18	55.3423	10.0653	0.000427785	4.27925e-05	6.18799e-05	0.000159774	1.68343e-05
19	55.3423	10.0695	0.000428382	4.27925e-05	6.07893e-05	0.000158092	6.16903e-06
20	55.3423	10.0711	0.000427686	4.27925e-05	6.04e-05	0.000157541	2.19652e-06
21	55.3423	10.0717	0.000428406	4.27925e-05	6.02351e-05	0.000157373	8.24323e-07
22	55.3423	10.0719	0.000427659	4.27925e-05	6.0192e-05	0.000157325	3.83018e-07
23	55.3423	10.0719	0.000428501	4.27925e-05	6.01343e-05	0.000157312	2.50413e-07
24	55.3423	10.0719	0.000427606	4.27925e-05	6.0179e-05	0.000157309	2.13075e-07
25	55.3423	10.0719	0.000428501	4.27925e-05	6.01308e-05	0.000157308	2.03198e-07
26	55.3423	10.072	0.000427606	4.27925e-05	6.01781e-05	0.000157308	2.00739e-07
27	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2.00161e-07
28	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2.00033e-07
29	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2.00007e-07
30	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2.00001e-07
31	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
32	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
33	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
34	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
35	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
36	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
37	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
38	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
39	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
40	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
41	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
42	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
43	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
44	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
45	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
46	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
47	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
48	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
49	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
50	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
51	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
52	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
53	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
54	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
55	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
56	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
57	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
58	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
59	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
60	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
61	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
62	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
63	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
64	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
65	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
66	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
67	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
68	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
69	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
70	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
71	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
72	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
73	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
74	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
75	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
76	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
77	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
78	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
79	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
80	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
81	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
82	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
83	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
84	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
85	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
86	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
87	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
88	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
89	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
90	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
91	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
92	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
93	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
94	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
95	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
96	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
97	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
98	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
99	55.3423	10.0719	0.000428501	4.27925e-05	6.01306e-05	0.000157308	2e-07
100	55.3423	10.072	0.000427606	4.27925e-05	6.0178e-05	0.000157308	2e-07
Time step: 81  Time, s: 81  dTime, s: 1	dt = 50[s]
Node	Aq	pH	Calc	Dolo	Ca	Mg	Cl
Error: GEM calculation results are not retrieved. Time step81 node 0
0	55.3719	6.89615	0	0	1e-07	0.01	0.02
1	55.3719	6.9211	0	0.000302409	1.43582e-07	0.00999821	0.0199965
2	55.3718	7.10776	0	0.000298313	5.54106e-07	0.00998186	0.0199642
3	55.3716	7.55552	0	0.000306132	2.44772e-06	0.00990824	0.0198191
4	55.3709	8.028	0	0.000282063	8.31947e-06	0.00968981	0.0193891
5	55.3695	8.41352	0	0.000292867	2.20928e-05	0.00920935	0.0184451
6	55.3671	8.71601	0	0.000287773	4.81322e-05	0.00837141	0.0168032
7	55.3634	8.96209	0	0.00028639	9.26633e-05	0.00711285	0.0143489
8	55.3588	9.16658	0	0.00027748	0.000173673	0.00549107	0.0112358
9	55.3539	9.33989	0	0.000277416	0.00029202	0.0037665	0.0079921
10	55.3498	9.4868	0	0.000275472	0.00041769	0.00226046	0.00520559
11	55.3467	9.5708	1.93257e-05	0.000268222	0.000542019	0.00111463	0.00316275
12	55.3447	9.64777	0.000456622	4.27923e-05	0.000395926	0.000594215	0.00182235
13	55.3435	9.77542	0.00044817	4.27924e-05	0.000221852	0.000381303	0.00100118
14	55.3429	9.89797	0.000437146	4.27925e-05	0.000127864	0.000270513	0.00052153
15	55.3426	9.98193	0.000431226	4.27925e-05	8.83839e-05	0.000209645	0.000255133
16	55.3424	10.0292	0.000428529	4.27925e-05	7.20864e-05	0.000179254	0.000116346
17	55.3423	10.0531	0.000428442	4.27925e-05	6.51289e-05	0.00016569	4.93195e-05
18	55.3423	10.0643	0.000427781	4.27925e-05	6.21477e-05	0.000160245	1.9479e-05
19	55.3423	10.069	0.00042836	4.27925e-05	6.09209e-05	0.000158261	7.23556e-06
20	55.3423	10.0709	0.000427699	4.27925e-05	6.04262e-05	0.000157596	2.59377e-06
